image,Bud Cluster,Flower,Fruit,catalogNumber,gbifID,institutionCode,recordedBy,eventDate,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,scientificName,specificEpithet
1998785598,0,2,15,1998785598,1998785598,NEBC,A. S. Pease,1915-07-10,191,191,1915,7,10,"10 July, 1915",New Hampshire,Coos County,Dalton,Dalton,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5068491368,2,5,7,5068491368,5068491368,USCS,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Chester,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4912144300,0,11,3,4912144300,4912144300,BRY,Michelle Mahoney,1965-05-01,121,121,1965,5,1,1965-5-1,California,Yolo,NA,"3rd Street, Davis.",38.54505,-121.73812,NA,Raphanus sativus L.,sativus
4081344396,1,0,0,4081344396,4081344396,EIU,Gordon C. Tucker,2002-06-23,174,174,2002,6,23,2002,New York,Suffolk,NA,"Fishers Island: Mosquito Hollow (E of Equestrian Ave., S of Beach Rd.)",41.256111,-72.021389,NA,Raphanus raphanistrum L.,raphanistrum
2512845204,6,20,65,2512845204,2512845204,US,M. L. Fernald & B. Long,1938-04-09,99,99,1938,4,9,NA,Virginia,Sussex,NA,"Southeastern Virginia. Sussex County. Roadside fill (""soft shoulder""), recently seeded, about 4 miles South of Jarrett. Homeville.",NA,NA,NA,Raphanus sativus L.,sativus
4912151102,1,15,36,4912151102,4912151102,BRY,N. Duane Atwood,1993-03-29,88,88,1993,3,29,1993-3-29,California,Riverside,NA,Huntington Beach along Beach Blvd. ca. 1/2 mi. N of beach.,NA,NA,NA,Raphanus sativus L.,sativus
3865377303,0,0,7,3865377303,3865377303,PH,Bayard Long,1949-11-03,307,307,1949,11,3,Nov 3 1949,New Jersey,Mercer,NA,"along P.R.R., S of Lalor St., S of Trenton; 40.197509 -74.752324",40.197509,-74.752324,1142.0,Raphanus raphanistrum L.,raphanistrum
5072730543,4,13,6,5072730543,5072730543,PEMB,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Robeson,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5068491387,0,1,3,5068491387,5068491387,USCS,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,Chester,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1998620860,0,4,24,1998620860,1998620860,NEBC,J. M. Fogg,1923-07-24,205,205,1923,7,24,NA,Massachusetts,Dukes County,Gosnold,Gosnold,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4433286380,0,9,6,4433286380,4433286380,WVW,R. Dale Thomas,1992-02-12,43,43,1992,2,12,2/12/1992,Louisiana,Ouachita,NA,Median of I-20 just west of Thomas Road Exit in West Monroe,32.50846,-92.16097,400,Raphanus raphanistrum L.,raphanistrum
3969684009,2,8,35,3969684009,3969684009,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859370849,0,3,14,2859370849,2859370849,CM,"Buker, W.E.",1948-07-03,185,185,1948,7,3,3 Jul 1948,Pennsylvania,Fayette,NA,near Markleysburg Bog,39.764672,-79.467639,300.0,Raphanus sativus L.,sativus
1998563807,2,5,20,1998563807,1998563807,GH,B. L. Robinson,1912-08-22,235,235,1912,8,22,22 Aug. 1912,Massachusetts,Hampshire County (Massachusetts),Worthington,Worthington,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067927812,0,1,27,5067927812,5067927812,University of New Hampshire,A. R. Hodgdon; O. Wells;J. Mitchell;W. Yeo,1970-07-10,191,191,1970,7,10,NA,New Hampshire,Strafford,Madbury,"Laton Farm, Horticulture Farm",43.17479,-70.94086,8758.0,Raphanus raphanistrum L.,raphanistrum
4101879463,2,3,0,4101879463,4101879463,BRIT,R. Dale Thomas,1971-10-13,286,286,1971,10,13,1971-10-13,Texas,Val verde,NA,"Beside U.S. 272, one half mile east of Del Rio, Texas.",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5070543297,1,12,2,5070543297,5070543297,BALT,Wanda J. Reed,1984-07-07,189,189,1984,7,7,7/7/1984,Maryland,Baltimore,NA,White Marsh,39.38016,-76.4626,3400,Raphanus sativus L.,sativus
2430282550,0,5,49,2430282550,2430282550,RSA,Steve Boyd; Tim Ross,1992-05-19,140,140,1992,5,19,"May 19, 1992",California,Orange,NA,"Southern Santa Ana Mountains, San Mateo Canyon Wilderness Area. Western edge of the wilderness in Aliso canyon at the confluence with Lucas Canyon, upstream to the Lucas Canyon Trail.",33.570966,-117.512936,1200.0,Raphanus sativus L.,sativus
3865363252,1,10,30,3865363252,3865363252,PH,Bayard Long,1933-06-11,162,162,1933,6,11,June 11 1933,New Jersey,Cumberland,NA,"Chestnut Run, Roadstown",39.437913,-75.344737,1018.0,Raphanus raphanistrum L.,raphanistrum
3865092212,0,1,46,3865092212,3865092212,PH,Bayard Long,1953-07-23,204,204,1953,7,23,July 23 1953,New Jersey,Mercer,NA,"along Crosswicks Creek, White Horse",40.182665,-74.703748,1239.0,Raphanus raphanistrum L.,raphanistrum
2413154044,0,24,45,2413154044,2413154044,LOB,P.C. Baker,1962-03-11,70,70,1962,3,11,"March 11, 1962",South Carolina,Georgetown,NA,on US. 17 near junction SC. 544,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859369853,2,7,38,2859369853,2859369853,CM,"Berkheimer, D.",1962-08-07,219,219,1962,8,7,7 Aug 1962,Pennsylvania,Bedford,NA,1.37 mi SW of Alum Bank,40.166592,-78.632006,3328.0,Raphanus sativus L.,sativus
2234331871,0,3,25,2234331871,2234331871,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Vance,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3496963493,1,20,32,3496963493,3496963493,ODU,J. Bolin,2005-05-07,127,127,2005,5,7,NA,Virginia,Virginia Beach City,NA,"Disturbed roadside, near intersection of Sandbridge and Princess Anne Road",36.752147,-76.01003,232.0,Raphanus raphanistrum L.,raphanistrum
4092881458,2,7,42,4092881458,4092881458,FARM,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4601577308,2,17,9,4601577308,4601577308,DOV,NA,NA,NA,NA,NA,NA,NA,NA,South Carolina,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1998669622,2,9,13,1998669622,1998669622,GH,E. F. Adams & J. W. Spalding,1950-08-10,222,222,1950,8,10,"Aug. 10, 1950",Massachusetts,Barnstable County,Falmouth,Falmouth,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3469883049,4,10,44,3469883049,3469883049,NO,D. C. Rentz,1968-05-19,140,140,1968,5,19,NA,California,Contra Costa,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
2514100465,0,7,36,2514100465,2514100465,NA,Heerdt van,1948-05-02,123,123,1948,5,2,NA,NA,NA,NA,"U.S.A. Berkeley Hills, Cal.",NA,NA,NA,Raphanus sativus L.,sativus
SML_5198176853,1,1,1,SML_5198176853,5198176853,CAS,"Thompson, J. H.",1915-05-01,121,121,1915,5,1,May 1915,Oregon,Curry County,NA,Brookings.,NA,NA,NA,Raphanus sativus L.,sativus
2573059704,0,2,3,2573059704,2573059704,VT,NA,1973-06-30,181,181,1973,6,30,1973-6-30,Connecticut,New London,Stonington,NA,41.3683,-71.90669,8831.0,Raphanus raphanistrum L.,raphanistrum
4912153304,4,9,16,4912153304,4912153304,BRY,Elizabeth Neese,1980-10-16,290,290,1980,10,16,1980-10-16,California,Santa Clara,NA,Near Cupertino.,NA,NA,NA,Raphanus sativus L.,sativus
2859080865,1,0,25,2859080865,2859080865,CM,"Guttenberg, G.",1879-07-09,190,190,1879,7,9,9 Jul 1879,Pennsylvania,Erie,NA,Presque Isle,42.163531,-80.101233,NA,Raphanus raphanistrum L.,raphanistrum
2859082858,0,0,7,2859082858,2859082858,CM,"Henlen, C.K.",1924-07-12,194,194,1924,7,12,12 Jul 1924,Pennsylvania,Lawrence,NA,New Wilmington,41.11984,-80.33619,1566.0,Raphanus raphanistrum L.,raphanistrum
3469834016,2,4,0,3469834016,3469834016,LSU,Tim Briley,1979-11-10,314,314,1979,11,10,NA,Louisiana,Tensas,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865363244,2,2,11,3865363244,3865363244,PH,R. H. Parker,1896-05,NA,NA,1896,5,NA,5-96,Pennsylvania,Northampton,NA,Easton,40.688432,-75.220732,6646.0,Raphanus raphanistrum L.,raphanistrum
1998581510,5,8,6,1998581510,1998581510,NEBC,R. C. Bean,1952-06-13,165,165,1952,6,13,June 13 1952,Massachusetts,Middlesex County,Reading,Reading,42.54555,-71.10541,2200,Raphanus raphanistrum L.,raphanistrum
2859098106,3,5,16,2859098106,2859098106,CM,"Young, H.W.",1873-06-20,171,171,1873,6,20,20 Jun 1873,New York,Suffolk,NA,Mattituck,40.991212,-72.534255,4708.0,Raphanus raphanistrum L.,raphanistrum
2430512155,1,9,26,2430512155,2430512155,RSA,Alice D. Randall,1910-03-28,87,87,1910,3,28,"Mch. 28, 1910",California,Monterey,NA,Carmel by the sea. The Monterey Peninsula.,NA,NA,NA,Raphanus sativus L.,sativus
4134266538,0,6,8,4134266538,4134266538,LYN,NA,NA,NA,NA,NA,NA,NA,NA,Virginia,Pittsylvania,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
CDA-0003833,1,9,30,CDA-0003833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3969864029,2,11,14,3969864029,3969864029,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
3865373301,1,2,6,3865373301,3865373301,PH,Harold W. Pretz,1949-06-04,155,155,1949,6,4,NA,Pennsylvania,Lehigh,NA,"Vicinity of Allentown, along road at Little Lehigh River, foot of S. Fulton St.",NA,NA,NA,Raphanus sativus L.,sativus
2270499210,2,6,19,2270499210,2270499210,ASU,R.R. Halse,2014-07-21,202,202,2014,7,21,NA,Oregon,Coos,NA,"Along Mars Lane by its intersection with Rohrer Road, just S of Bandon.",43.087215,-124.432799,805.0,Raphanus raphanistrum L.,raphanistrum
2273376950,1,0,39,2273376950,2273376950,WCUH,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Robeson,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234332031,2,6,13,2234332031,2234332031,NCU,"Williams, Delbert E.",1969-04-23,113,113,1969,4,23,NA,North Carolina,Lee,NA,3.5 mi SW of Moncure,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3865362269,0,0,4,3865362269,3865362269,PH,"Robert L. Schaeffer, Jr.",1946-08-15,227,227,1946,8,15,NA,Pennsylvania,Northampton,NA,1 mi. W of Wassergass,40.585932,-75.310372,1040.0,Raphanus sativus L.,sativus
77913,0,5,1,77913,4404923182,RENO,C. Burke,1959-03-28,87,87,1959,3,28,NA,California,Stanislaus,NA,3 miles E of Oakdale.,37.761917,-120.790949,969.0,Raphanus sativus L.,sativus
3865376380,0,2,39,3865376380,3865376380,PH,David Berkheimer,1949-05-22,142,142,1949,5,22,NA,Pennsylvania,Berks,NA,1 mi. S of Bethel,40.459931,-76.292029,1064.0,Raphanus raphanistrum L.,raphanistrum
2234308065,0,0,20,2234308065,2234308065,NCU,"Ahles, Harry E.; Haesloop, John G.",1960-05-26,147,147,1960,5,26,NA,South Carolina,Florence,NA,"around the Wellman Wool Combing Mill, north of Johnsonville on S.C. Rt. #41",33.836659,-79.441989,1000.0,Raphanus raphanistrum L.,raphanistrum
3969592825,0,5,1,3969592825,3969592825,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
3469889147,4,5,6,3469889147,3469889147,NO,Lacy Kyzer,2000-03-07,67,67,2000,3,7,NA,South Carolina,Lexington,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3357380482,0,1,31,3357380482,3357380482,GMUF,"Ted Bradley, Kerry Janssen",1992-06-10,162,162,1992,6,10,10 Jun 1992,Virginia,Essex,NA,Just n. of U.S. 17 on rte. 617 in Tappahannock,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2430230536,2,4,37,2430230536,2430230536,RSA,L. C. Wheeler,1967-05-13,133,133,1967,5,13,13 May 1967,California,Los Angeles,NA,San Gabriel Mountains; mesa between Little Dalton and Englewild canyons.,34.157899,-117.846251,1200.0,Raphanus raphanistrum L.,raphanistrum
5067923810,0,1,41,5067923810,5067923810,University of New Hampshire,N. T. Kidder;,1917-08-11,223,223,1917,8,11,NA,Maine,Knox,Isle au Haut,NA,44.06701,-68.6265,8442.0,Raphanus raphanistrum L.,raphanistrum
2859088852,0,2,16,2859088852,2859088852,CM,"Buker, W.E.; Henrici, M.",1945-08-04,216,216,1945,8,4,4 Aug 1945,Pennsylvania,Lawrence,NA,"Slippery Rock Creek, above Wurtemburg",40.861516,-80.244909,1445.0,Raphanus raphanistrum L.,raphanistrum
2861418301,3,11,30,2861418301,2861418301,DES,Edward F. Anderson,NA,NA,NA,NA,NA,NA,NA,California,San Diego County,NA,Fallbrook,33.37642,-117.251147,3439.0,Raphanus sativus L.,sativus
5067938421,0,12,27,5067938421,5067938421,University of New Hampshire,D. Dunlop,1974-07-14,195,195,1974,7,14,NA,New Hampshire,Merrimack,Bradford,Hoyt Brook,43.23516,-71.96878,8159.0,Raphanus raphanistrum L.,raphanistrum
1999331105,4,18,32,1999331105,1999331105,GH,W. H. Blanchard,1903-08-18,230,230,1903,8,18,"Aug. 18, 1903",Massachusetts,Berkshire County,Sheffield,Sheffield,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
4102209476,3,3,20,4102209476,4102209476,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,California,Riverside,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
1999127759,4,7,13,1999127759,1999127759,GH,E. F. Williams,1901-09-22,265,265,1901,9,22,Sept. 22. 1901,New Hampshire,Rockingham County,Hampton Falls,Hampton Falls,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3820607986,1,5,12,3820607986,3820607986,OSU,Richard R. Halse,2000-07-02,184,184,2000,7,2,NA,Oregon,Linn,NA,"along Willamette River behind the Salmon Disease Lab, 34347 N.E. Electric Road, just E. of Corvallis.",44.57026,-123.24081,805.0,Raphanus sativus L.,sativus
5067924814,6,10,8,5067924814,5067924814,University of New Hampshire,A. R. Hodgdon,1966-09-13,256,256,1966,9,13,NA,New Hampshire,Strafford,Madbury,Laton Farm,43.17479,-70.94086,8758.0,Raphanus raphanistrum L.,raphanistrum
3744713750,0,3,3,3744713750,3744713750,UNA,Becky Banker,1979-03-31,90,90,1979,3,31,3/31/1979,Alabama,Barbour,NA,"Eufaula, Al.",31.90877,-85.15387,15900,Raphanus raphanistrum L.,raphanistrum
5070880613,1,3,11,5070880613,5070880613,MARY,Unknown,NA,NA,NA,NA,NA,NA,s.d.,Maryland,Prince George's,NA,College Park,38.989683,-76.93775,NA,Raphanus sativus L.,sativus
2573521081,3,1,11,2573521081,2573521081,COLO,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Robeson,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3925803512,0,8,1,3925803512,3925803512,MISS,S. Vanderplank & M. Hodson,NA,NA,NA,NA,NA,NA,3-Mar,Mississippi,Lafayette,NA,"Just N of Old Taylor Rd on E side of South Lamar, Oxford. 34:21'30""N 089:31'12""W",34.358333,-89.532851,NA,Raphanus sativus L.,sativus
4433286379,5,15,32,4433286379,4433286379,WVW,George B. Rossbach,1953-06-29,180,180,1953,6,29,6/29/1953,Maine,Waldo,NA,"Hills Corner, w. of Rt. 137 & Pitcher Pond, Lincolnville",44.32218,-69.07054,2000,Raphanus raphanistrum L.,raphanistrum
1998739173,3,0,36,1998739173,1998739173,NEBC,A. E. Cole,1919-08-03,215,215,1919,8,3,"Aug. 3, 1919",Maine,Lincoln County,Southport,Southport,43.81772,-69.66584,3650,Raphanus raphanistrum L.,raphanistrum
3865374372,0,6,38,3865374372,3865374372,PH,C.D. Fretz,1913-06-16,167,167,1913,6,16,NA,Pennsylvania,Philadelphia,NA,Oak Lane Park,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234330539,0,4,0,2234330539,2234330539,NCU,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Durham,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067942420,10,2,4,5067942420,5067942420,University of New Hampshire,L. J. Mehrhoff;,1973-09-03,246,246,1973,9,3,NA,Connecticut,Tolland,Mansfield,NA,41.7892,-72.22873,8547.0,Raphanus raphanistrum L.,raphanistrum
SML_1998965389,2,7,8,SML_1998965389,1998965389,GH,A. J. Eames & C. C. Thomas,1915-07-06,187,187,1915,7,6,NA,New York,Tompkins County,Ithaca,near Dwyer's Pond,NA,NA,NA,Raphanus sativus L.,sativus
3897882401,0,6,10,3897882401,3897882401,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Sussex,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2430415244,0,7,3,2430415244,2430415244,RSA,Steve Boyd; Tim Ross,1991-06-14,165,165,1991,6,14,"June 14, 1991",California,Riverside,NA,"Warm Springs Creek at NE end of Hogbacks ridge from Alamos Rd. S to confluence w/ Adobe Springs tributary, 2-3 miles NW of Murrieta Hot Spings.",33.6089866,-117.1416104,1000.0,Raphanus sativus L.,sativus
5106272847,2,2,8,5106272847,5106272847,UNCC,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Rowan,NA,NA,NA,NA,NA,Raphanus raphanistrum subsp. raphanistrum,raphanistrum
4910126193,1,3,34,4910126193,4910126193,SAT,Jack W. Stanford,1972-07-23,205,205,1972,7,23,23 July 1972,California,San Diego,NA,"northeast of Vista, wasteland at base of low hill",33.239386,-117.181768,NA,Raphanus sativus L.,sativus
3897880650,11,9,12,3897880650,3897880650,CHRB,NA,NA,NA,NA,NA,NA,NA,NA,New Jersey,Camden,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999193262,0,4,22,1999193262,1999193262,NEBC,N. F. Thayer,1903,NA,NA,1903,NA,NA,"July, 1903",Massachusetts,Worcester County,Lancaster,Lancaster,NA,NA,NA,Raphanus sativus L.,sativus
3865378428,0,1,28,3865378428,3865378428,PH,"Robert L. Schaeffer, Jr.",1946-07-11,192,192,1946,7,11,NA,Pennsylvania,Northampton,NA,0.25 mi. N of Freemansburg,40.630111,-75.345735,942.0,Raphanus sativus L.,sativus
1999079562,2,0,0,1999079562,1999079562,NEBC,M. B. Simmons,NA,NA,NA,NA,NA,NA,NA,Rhode Island,Newport County,Middletown,[no additional data],NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5103831812,2,6,0,5103831812,5103831812,WILLI,"Baldwin, Patrick",1995-04-02,92,92,1995,4,2,NA,Virginia,Hampton City,NA,Sandy Bottom Nature Park; near visitor center and large pond,37.068521,-76.439741,1432.0,Raphanus raphanistrum L.,raphanistrum
5070567592,1,5,10,5070567592,5070567592,BALT,William Keith Harrison,1985-07-05,186,186,1985,7,5,NA,Maryland,Garrett,NA,"Twin Churches Rd, near Lower New Germany Rd.",39.63625,-79.10419,500,Raphanus raphanistrum L.,raphanistrum
3969595102,0,8,6,3969595102,3969595102,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5067926809,1,0,2,5067926809,5067926809,University of New Hampshire,L. O. Eaton,1897,NA,NA,1897,NA,NA,NA,Maine,Androscoggin,Livermore,East Livermore,44.40789,-70.21502,7926.0,Raphanus raphanistrum L.,raphanistrum
3969592782,0,4,37,3969592782,3969592782,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2859371852,1,6,7,2859371852,2859371852,CM,"Henrici, M.",1952-07-05,187,187,1952,7,5,5 Jul 1952,Pennsylvania,Beaver,NA,confluence of Raccoon Creek and Little Traverse Creek,40.528935,-80.431358,1100.0,Raphanus sativus L.,sativus
2573010659,0,3,0,2573010659,2573010659,VT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus L.,NA
3865364299,0,4,16,3865364299,3865364299,PH,Austin C. Apgar,1886-07-18,199,199,1886,7,18,July 18 186,New Jersey,Mercer,NA,Trenton,40.217053,-74.742938,7064.0,Raphanus raphanistrum L.,raphanistrum
3925803524,0,0,22,3925803524,3925803524,MISS,J. R. MacDonald,1996-11-12,317,317,1996,11,12,11/12/1996,Mississippi,Webster,NA,"Mathiston, US Hwy 82, on new sec opened for 4 lane, plant scattered along whole sec from just E of jct of Hwy 82 with Hwy 15 and all the way W to the jct of Hwy 82 with the Natchez Trace Parkway",NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999120383,0,10,38,1999120383,1999120383,NEBC,P. B. Weatherbee,1992-06-18,170,170,1992,6,18,18 June 1992,Massachusetts,Berkshire County,Pittsfield,Pittsfield,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
5106272806,2,6,1,5106272806,5106272806,UNCC,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,Mecklenburg,NA,NA,NA,NA,NA,Raphanus raphanistrum subsp. raphanistrum,raphanistrum
2234332050,2,5,11,2234332050,2234332050,NCU,NA,NA,NA,NA,NA,NA,NA,NA,Mississippi,Stone,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2430416583,3,24,24,2430416583,2430416583,RSA,C. C. Bruce,1897-04,NA,NA,1897,4,NA,April 1897.,California,Butte,NA,[No locality information provided],NA,NA,NA,Raphanus sativus L.,sativus
3820739903,0,3,34,3820739903,3820739903,OSU,Richard R. Halse,2000-07-02,184,184,2000,7,2,NA,Oregon,Linn,NA,"along the Willamete River behind the Salmon Disease Lab, 34347 N.E. Electric Road, just E. of Corvallis.",44.57026,-123.24081,805.0,Raphanus sativus L.,sativus
3344427794,0,4,36,3344427794,3344427794,CLEMS,Steven R. Hill,1987-08-12,224,224,1987,8,12,NA,Rhode Island,Washington,NA,Washington,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3898511062,2,5,13,3898511062,3898511062,Mohonk Preserve,Paul Huth,1987-09-29,272,272,1987,9,29,9/29/87,New York,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
3820615962,0,3,23,3820615962,3820615962,OSU,Richard R. Halse,1995-06-22,173,173,1995,6,22,NA,Oregon,Benton,NA,"Corvallis; Jackson-Frazier Wetland, at the end of Lancaster St.; DLC 45, 46.",44.610808,-123.243396,805.0,Raphanus sativus L.,sativus
3798094147,0,2,8,3798094147,3798094147,CS,D.L. Denham,1969-08-28,240,240,1969,8,28,28 August 1969,California,Del Norte County,NA,"Rocky coast above tide level, Crescent City",NA,NA,NA,Raphanus sativus L.,sativus
5103868187,0,4,4,5103868187,5103868187,WILLI,"Fashing, N J",1964-03-29,89,89,1964,3,29,NA,California,Butte,NA,"W side of River RD 0.25 mi S of jct with Sacramento Ave, ca 5 mi W of Chico",NA,NA,NA,Raphanus sativus L.,sativus
5106272739,1,7,15,5106272739,5106272739,UNCC,NA,NA,NA,NA,NA,NA,NA,NA,California,Ventura,NA,NA,NA,NA,NA,Raphanus sativus L.,sativus
3331183216,3,11,5,3331183216,3331183216,MVSC,Gustav W. Hall,1971-06-03,154,154,1971,6,3,1971-06-03,Virginia,Williamsburg County,NA,"College of  William and Mary woods, by Old Physics Laser Station",37.27084,-76.72137,5000.0,Raphanus raphanistrum L.,raphanistrum
3969595051,1,5,13,3969595051,3969595051,BRIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
2234331294,2,17,12,2234331294,2234331294,NCU,NA,NA,NA,NA,NA,NA,NA,NA,Alabama,Mobile,NA,NA,NA,NA,NA,Raphanus L.,NA
3865108372,1,4,13,3865108372,3865108372,PH,Aubrey H. Smith,1865-06-18,169,169,1865,6,18,NA,Pennsylvania,Bucks,NA,Tinicum Island,NA,NA,NA,Raphanus raphanistrum L.,raphanistrum
1999082584,0,3,29,1999082584,1999082584,NEBC,G. H. Tilton,1902,NA,NA,1902,NA,NA,1902,Massachusetts,Middlesex County,Wilmington,Wilmington,42.55491,-71.17344,3947 m,Raphanus raphanistrum L.,raphanistrum
4067794454,2,1,22,4067794454,4067794454,MCA,"R. L. Schaeffer, Jr.",1970-07-07,188,188,1970,7,7,NA,Pennsylvania,Carbon,NA,1/4 mile E of Big Creek,40.845648,-75.643177,3182.0,Raphanus raphanistrum L.,raphanistrum
5836321492,0,3,43,5836321492,5836321492,UF,Alan R. Franck;Kaitlin C. Alexander;C./F./E. Alexander,2022-03-27,86,86,2022,3,27,NA,Florida,Leon County,NA,NA,30.383,-84.307,NA,Raphanus sativus L.,sativus
2452323625,1,1,9,2452323625,2452323625,US,J. W. Harshberger,1905-06-21,172,172,1905,6,21,NA,Pennsylvania,NA,NA,"Hamilton, weeds in fields.",NA,NA,NA,Raphanus sativus L.,sativus
4015459323,2,4,43,4015459323,4015459323,UF,Lucas C. Majure;Anna Becker;Lauren Whitehurst,2018-12-09,343,343,2018,12,9,NA,Florida,Alachua County,NA,NA,29.634031,-82.369466,NA,Raphanus raphanistrum L.,raphanistrum
3865375349,0,8,9,3865375349,3865375349,PH,Thomas C. Porter,1887,NA,NA,1887,NA,NA,NA,Pennsylvania,Northampton,NA,"College Hill, Easton",40.703229,-75.207386,1373.0,Raphanus sativus L.,sativus
